class,x1,x2
0,-2.338518053,5.534071209
4,-1.049674305,0.821598595
4,-1.974297965,1.06552793
3,-6.744916591,-3.421115771
0,-0.392773906,4.522681291
6,-5.379510526,8.531987639
6,-5.93107844,6.301925748
0,0.61593323,4.182718569
7,-9.741281318,3.439107719
5,-1.860215556,5.381011789
3,-6.954892261,-1.422491354
6,-6.89153651,8.047573128
6,-6.673662289,8.26876291
1,-9.857075038,-4.12454747
0,-1.832211903,3.607623801
1,-8.34646664,-3.445403977
1,-9.985695095,-4.578572783
0,-1.435640661,4.139512832
3,-6.307186936,-2.155450376
2,-5.337069126,-9.405752593
3,-6.126597213,-2.388428698
5,-1.015018107,3.677122906
2,-8.037521807,-7.500301501
6,-5.591760568,6.845890003
0,-1.827472701,4.314918584
1,-10.21050576,-3.298316397
5,-0.355553615,2.354230813
0,-1.102874688,4.007635131
3,-4.928499483,-2.480877031
1,-10.22647438,-2.693488999
0,-1.197923068,4.138206317
4,-2.218947584,0.944578021
4,-0.658472939,-0.007386717
1,-9.213839681,-4.410959968
5,-0.438070611,4.364155312
0,-4.173336406,6.150265801
0,-2.804862786,4.688682817
2,-5.646961066,-7.067280996
5,-2.739070421,5.020431192
3,-5.833290833,-4.344540182
5,-1.50152654,3.640535301
1,-10.20360175,-2.50132331
1,-9.438738073,-3.092839014
4,-2.032072799,2.603332419
5,-1.36966533,3.551314802
3,-5.759129319,-2.67663309
1,-10.37828377,-3.875530581
5,-0.726389436,3.485846229
7,-10.84874001,4.690209671
2,-7.873697058,-7.865536857
1,-9.978035951,-4.375154982
4,-1.813410607,2.252832964
3,-6.46798423,-2.169662146
0,0.30745796,3.149643167
4,-0.057403782,0.282449934
6,-5.780466411,9.378658395
4,-0.379577579,1.467370996
4,-1.453279485,2.061126936
7,-11.25113569,3.601073357
0,-1.620257812,4.202807051
3,-6.598097459,-2.633941747
6,-4.527313178,8.980553829
4,-3.256021385,0.971034342
3,-5.99596069,-2.142596768
1,-10.74486721,-4.745868387
3,-5.891467614,-3.044613102
5,-0.708733662,0.989961221
3,-6.557903248,-4.299294477
1,-9.592572542,-2.364546957
0,-1.621567534,4.931023561
5,-0.748489343,4.101250409
3,-7.05314272,-2.540911285
0,-0.848789552,3.791134796
4,-2.04559587,1.162127546
7,-9.107523953,4.25654323
7,-9.854974081,3.579074825
2,-6.267638965,-7.98235262
7,-8.615069751,3.774551292
5,-0.811704017,4.558731286
0,-2.061975614,5.508546803
2,-5.681999488,-8.153565613
5,-0.780648519,3.779439961
1,-10.09252274,-3.386172444
7,-9.852743638,2.314706283
2,-8.000146273,-7.493507196
5,-0.869204772,4.449402293
7,-9.692485402,4.047591658
1,-9.577733563,-3.023030366
7,-9.646787771,4.159661135
1,-9.269752579,-2.342569332
7,-10.02451016,3.635676304
